x_m,y_m,w_tr_right_m,w_tr_left_m
5554.942367,767.5758018,4,4
5554.415871,759.3790142,4,4
5551.114555,724.2208133,4,4
5550.532571,709.7282328,4,4
5552.36808,625.83373,4,4
5550.565892,611.4852319,4,4
5549.107221,605.9392428,4,4
5547.767877,602.4483443,4,4
5544.925711,597.0619555,4,4
5542.217729,592.6955456,4,4
5537.950155,586.9692208,4,4
5511.788991,557.6218384,4,4
5502.456775,548.0264638,4,4
5495.966569,543.0164043,4,4
5490.202255,538.7990136,4,4
5481.198806,533.4894436,4,4
5470.230301,528.944833,4,4
5454.90577,524.3839748,4,4
5415.137185,516.4869866,4,4
5382.564648,509.1530709,4,4
5371.382719,504.8814293,4,4
5361.238501,499.5026439,4,4
5352.297433,493.3460312,4,4
5344.107653,486.5461422,4,4
5330.427396,473.2853447,4,4
5287.031015,430.6182406,4,4
5259.400571,403.3476586,4,4
5245.831705,388.4262905,4,4
5235.203339,374.6050436,4,4
5225.074348,358.1891286,4,4
5176.698122,262.61958,4,4
5169.479067,248.8177754,4,4
5161.921542,235.9263112,4,4
5151.992667,222.1976071,4,4
5139.519411,207.8143579,4,4
5125.829637,194.5097923,4,4
5115.772192,186.047205,4,4
5105.556405,178.3120959,4,4
5093.993968,170.5243304,4,4
5085.236586,165.9319402,4,4
5076.325381,162.2337931,4,4
5058.258801,155.0221472,4,4
5048.662709,150.4747013,4,4
5038.830424,145.0880723,4,4
5019.93995,131.0896862,4,4
4996.038232,112.3312224,4,4
4985.978389,104.848018,4,4
4973.827687,97.16539176,4,4
4958.06896,89.76936885,4,4
4946.338735,85.53563095,4,4
4930.625357,80.87545617,4,4
4903.651617,75.94096856,4,4
4887.169698,73.66039385,4,4
4867.588363,70.20638453,4,4
4840.261984,64.08013551,4,4
4826.861678,60.73736998,4,4
4811.798645,56.182347,4,4
4689.842904,14.27555634,4,4
4675.263169,10.23075746,4,4
4660.698154,6.730774297,4,4
4629.449489,1.401542671,4,4
4610.759515,-0.395633595,4,4
4593.651057,-1.089581463,4,4
4577.287938,-1.069337879,4,4
4566.103898,0.168086139,4,4
4557.836219,1.860606535,4,4
4549.775564,4.626758252,4,4
4539.853631,9.10111111,4,4
4532.464439,13.00621157,4,4
4524.167053,18.59370147,4,4
4512.72879,28.04913864,4,4
4481.421288,57.59136853,4,4
4469.356795,68.62152047,4,4
4453.715284,80.81674048,4,4
4443.197084,87.44364416,4,4
4437.469482,90.1467442,4,4
4431.73194,92.48296074,4,4
4425.795016,94.29053819,4,4
4419.855263,95.73103976,4,4
4414.441588,96.623237,4,4
4408.640769,96.62472549,4,4
4404.244888,96.46574557,4,4
4398.658583,95.7159845,4,4
4386.996286,92.69436251,4,4
4375.326606,87.82604204,4,4
4363.445025,81.7062492,4,4
4340.116804,66.87369985,4,4
4299.885759,41.35148037,4,4
4247.208786,7.299838983,4,4
4234.22865,-2.305698889,4,4
4230.321623,-6.216162414,4,4
4227.268095,-10.14978961,4,4
4224.181154,-14.52755066,4,4
4221.966295,-18.50619135,4,4
4220.119948,-22.80636379,4,4
4218.816869,-27.02114772,4,4
4217.9952,-31.59390676,4,4
4217.702879,-36.06977388,4,4
4218.383341,-40.89470212,4,4
4219.495218,-45.29742411,4,4
4221.237916,-50.58510107,4,4
4223.198653,-55.44477919,4,4
4226.425178,-60.87286387,4,4
4230.094288,-65.46737834,4,4
4248.499811,-87.80735002,4,4
4262.810753,-103.6609158,4,4
4276.531796,-116.8615589,4,4
4283.926452,-122.4026935,4,4
4290.79564,-127.3732587,4,4
4306.186691,-136.4802345,4,4
4327.769761,-146.9233447,4,4
4352.421092,-157.6164587,4,4
4415.588092,-182.4823128,4,4
4487.78312,-207.2804497,4,4
4498.198856,-211.1452013,4,4
4505.708666,-215.0758542,4,4
4510.945584,-219.0895684,4,4
4515.264956,-223.0784241,4,4
4519.916633,-228.9899532,4,4
4524.40269,-235.4977974,4,4
4548.944659,-274.7029943,4,4
4552.42144,-281.684151,4,4
4555.204513,-287.7341867,4,4
4559.381855,-299.8634038,4,4
4574.74919,-360.359994,4,4
4576.963468,-374.5388603,4,4
4577.711729,-389.757259,4,4
4577.315887,-400.1716211,4,4
4576.247567,-409.1325205,4,4
4574.701163,-418.1361065,4,4
4572.782054,-427.4967602,4,4
4570.295094,-436.7975353,4,4
4567.299549,-444.6381573,4,4
4561.865611,-456.8297867,4,4
4556.923796,-465.830443,4,4
4551.660816,-473.8099313,4,4
4545.010304,-482.8199408,4,4
4539.355234,-489.2422843,4,4
4532.065663,-496.8775991,4,4
4525.29891,-503.0806811,4,4
4517.344424,-509.5074858,4,4
4507.776913,-516.0908586,4,4
4494.881738,-523.5854197,4,4
4352.032733,-596.6839616,4,4
4346.503435,-599.5046888,4,4
4322.522287,-613.1068392,4,4
3849.020807,-880.7886578,4,4
3672.684873,-980.306475,4,4
3454.062139,-1106.64749,4,4
3350.377746,-1168.138147,4,4
3248.478356,-1228.307127,4,4
3009.921127,-1369.462472,4,4
2740.634417,-1529.091571,4,4
2666.567543,-1572.889586,4,4
2647.146883,-1585.508105,4,4
2630.503412,-1597.590797,4,4
2614.486559,-1611.226043,4,4
2604.121519,-1621.022007,4,4
2593.366439,-1631.797481,4,4
2534.230776,-1700.392012,4,4
2506.31996,-1732.537121,4,4
2393.184646,-1862.43263,4,4
2382.431445,-1876.73477,4,4
2374.515744,-1888.055151,4,4
2367.495638,-1898.654674,4,4
2360.417371,-1911.110667,4,4
2355.021997,-1921.921715,4,4
2344.69219,-1942.83326,4,4
2333.74756,-1963.572124,4,4
2326.613219,-1974.435489,4,4
2318.08055,-1986.172761,4,4
2311.408521,-1993.944605,4,4
2300.425824,-2005.180584,4,4
2222.749244,-2075.765662,4,4
2217.038495,-2081.716884,4,4
2211.848626,-2088.405632,4,4
2206.689204,-2095.540261,4,4
2202.346511,-2102.752983,4,4
2198.407245,-2110.054682,4,4
2193.364686,-2120.9643,4,4
2188.567353,-2133.571845,4,4
2186.19916,-2139.414717,4,4
2182.432598,-2146.131468,4,4
2179.464841,-2150.989862,4,4
2174.868553,-2155.770073,4,4
2168.527886,-2160.02386,4,4
2160.777331,-2162.981586,4,4
2152.846102,-2163.96499,4,4
2146.543615,-2163.724811,4,4
2140.265762,-2163.107012,4,4
2126.857182,-2160.000966,4,4
2111.486123,-2157.308173,4,4
2105.043631,-2157.498013,4,4
2098.593334,-2158.488719,4,4
2089.982375,-2161.400408,4,4
2082.793739,-2164.896423,4,4
2049.157649,-2185.477344,4,4
2032.194813,-2196.626024,4,4
2028.68132,-2198.799018,4,4
2021.059633,-2200.691977,4,4
2017.924742,-2200.494378,4,4
2014.167211,-2199.634307,4,4
2009.113751,-2197.73718,4,4
2003.263678,-2194.772241,4,4
1987.63642,-2183.282311,4,4
1965.049216,-2164.401908,4,4
1932.894126,-2136.390131,4,4
1916.423455,-2119.858798,4,4
1904.917018,-2107.169278,4,4
1890.345153,-2089.699956,4,4
1882.386445,-2078.765988,4,4
1865.725548,-2054.941545,4,4
